"TOA5","21492","CR1000X","21492","CR1000X.Std.04.02","CPU:Lab2.CR1X","33475","SlowResponse"
"TIMESTAMP","RECORD","AirTC","RH","windSpeed","windDirection","gustWindSpeed","AirTemp"
"TS","RN","Deg C","%","m/s","deg","m/s","degC"
"","","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-01-28 14:52:00",4171,12.18777,37.3342,0.24,338.3,0.24,12.5
"2022-01-28 14:53:00",4172,12.18076,37.28804,1.08,323.5,1.08,12.1
"2022-01-28 14:54:00",4173,12.13821,37.21418,0.82,359.5,0.82,12.6
"2022-01-28 14:55:00",4174,12.11063,37.22233,0.83,309.1,0.83,12.1
"2022-01-28 14:56:00",4175,12.04389,37.24536,1.21,109.7,1.21,12.1
"2022-01-28 14:57:00",4176,12.04179,37.35418,0.68,354,0.68,11.8
"2022-01-28 14:58:00",4177,12.04033,37.25109,0.25,35.9,0.25,13.1
"2022-01-28 14:59:00",4178,12.03905,37.24294,0.3,3.7,0.3,12.3
"2022-01-28 15:00:00",4179,12.06187,37.24301,0.54,80.4,0.54,12.4
"2022-01-28 15:01:00",4180,12.0914,37.26175,0.17,128.4,0.17,12.7
"2022-01-28 15:02:00",4181,12.09585,37.2793,0.3,290.9,0.3,12.3
"2022-01-28 15:03:00",4182,12.12859,37.23399,0.55,107,0.55,13.4
"2022-01-28 15:04:00",4183,12.11065,37.34013,1.33,292.3,1.33,12.2
"2022-01-28 15:05:00",4184,12.16702,37.28698,0.37,117.4,0.37,12.7
"2022-01-28 15:06:00",4185,12.13139,37.20296,0.48,61.3,0.48,13
"2022-01-28 15:07:00",4186,12.20126,37.18732,1.37,237.7,1.37,12.6
"2022-01-28 15:08:00",4187,12.27395,37.04341,0.44,326.3,0.44,13.5
"2022-01-28 15:09:00",4188,12.32526,37.11414,0.43,2.1,0.43,12.6
"2022-01-28 15:10:00",4189,12.38334,37.14424,1.09,339.7,1.09,12.3
"2022-01-28 15:11:00",4190,12.4229,37.33131,1.25,278.6,1.25,12.4
"2022-01-28 15:12:00",4191,12.42753,37.21673,0.63,127.8,0.63,12.8
"2022-01-28 15:13:00",4192,12.41467,37.2494,0.77,346.8,0.77,11.1
"2022-01-28 15:14:00",4193,12.37621,37.24273,0.04,276.8,0.04,12.7
"2022-01-28 15:15:00",4194,12.34587,37.25664,0.12,337.4,0.12,11.9
"2022-01-28 15:16:00",4195,12.27658,37.18131,1.1,256.9,1.1,11.8
"2022-01-28 15:17:00",4196,12.19666,37.2478,0.63,353,0.63,12
"2022-01-28 15:18:00",4197,12.16807,37.26691,0.35,353.5,0.35,12.4
"2022-01-28 15:19:00",4198,12.07343,37.3367,1.2,266.8,1.2,11.5
"2022-01-28 15:20:00",4199,11.9137,37.27698,0.9,283.7,0.9,11.4
"2022-01-28 15:21:00",4200,11.841,37.33207,1.86,264.5,1.86,11.3
"2022-01-28 15:22:00",4201,11.67723,37.34568,0.73,70,0.73,11.7
"2022-01-28 15:23:00",4202,11.6153,37.38183,0.35,195.3,0.35,11.2
"2022-01-28 15:24:00",4203,11.54211,37.472,0.65,171.6,0.65,11.7
"2022-01-28 15:25:00",4204,11.49889,37.39374,0.84,335.2,0.84,11.4
"2022-01-28 15:26:00",4205,11.53648,37.50772,1.17,156.8,1.17,11.8
"2022-01-28 15:27:00",4206,11.48882,37.53727,1.25,322.2,1.25,10.9
"2022-01-28 15:28:00",4207,11.46365,37.53894,0.59,351.2,0.59,12.2
"2022-01-28 15:29:00",4208,11.47378,37.55363,0.28,113.6,0.28,12.4
"2022-01-28 15:30:00",4209,11.4688,37.54909,0.44,101.5,0.44,11.7
"2022-01-28 15:31:00",4210,11.42728,37.49306,0.26,119.3,0.26,12.1
"2022-01-28 15:32:00",4211,11.3865,37.35431,0.39,329.6,0.39,12
"2022-01-28 15:33:00",4212,11.37548,37.40127,0.61,268.7,0.61,12
"2022-01-28 15:34:00",4213,11.38268,37.39357,0.36,78.7,0.36,11.9
"2022-01-28 15:35:00",4214,11.35469,37.27788,0.22,81.5,0.22,11.6
"2022-01-28 15:36:00",4215,11.3767,37.24929,0.48,111.4,0.48,12
"2022-01-28 15:37:00",4216,11.3721,37.30405,0.31,99.6,0.31,11.7
"2022-01-28 15:38:00",4217,11.37688,37.23428,0.32,208.8,0.32,11.7
"2022-01-28 15:39:00",4218,11.35993,37.17965,0.2,294.4,0.2,11.6
"2022-01-28 15:40:00",4219,11.3779,37.19095,0.37,336.9,0.37,11.3
"2022-01-28 15:41:00",4220,11.3761,37.13173,0.58,72.8,0.58,11.5
"2022-01-28 15:42:00",4221,11.35579,37.13063,0.58,37.7,0.58,11.3
"2022-01-28 15:43:00",4222,11.4101,37.17514,0.53,42.1,0.53,11.3
"2022-01-28 15:44:00",4223,11.35416,37.14968,1.11,339.1,1.11,11.2
"2022-01-28 15:45:00",4224,11.38801,37.136,0.61,201,0.61,11
"2022-01-28 15:46:00",4225,11.3119,37.15498,0.22,189.7,0.22,11.6
"2022-01-28 15:47:00",4226,11.35149,37.18754,0.47,45.8,0.47,11.1
"2022-01-28 15:48:00",4227,11.26036,37.18499,1.19,204.1,1.19,11.3
"2022-01-28 15:49:00",4228,11.27451,37.20727,1.01,333.3,1.01,10.6
"2022-01-28 15:50:00",4229,11.24216,37.23446,0.14,176.8,0.14,12
"2022-01-28 15:51:00",4230,11.21742,37.21483,0.98,292,0.98,10.3
"2022-01-28 15:52:00",4231,11.15487,37.17745,1.17,5.3,1.17,10.4
"2022-01-28 15:53:00",4232,11.05344,37.09858,1.01,47.2,1.01,10.4
"2022-01-28 15:54:00",4233,10.96214,37.01556,0.74,283.4,0.74,10.3
"2022-01-28 15:55:00",4234,10.85508,36.99154,0.41,267.3,0.41,10.7
"2022-01-28 15:56:00",4235,10.76235,36.93244,0.43,311.6,0.43,10.2
"2022-01-28 15:57:00",4236,10.70193,36.97688,0.41,223.9,0.41,10.7
"2022-01-28 15:58:00",4237,10.63071,36.93391,0.26,234.5,0.26,10.8
"2022-01-28 15:59:00",4238,10.59827,37.06108,0.67,342.6,0.67,10.4
"2022-01-28 16:00:00",4239,10.55521,37.00269,0.51,110.3,0.51,10.4
"2022-01-28 16:01:00",4240,10.55929,37.00049,0.3,88.8,0.3,10.9
"2022-01-28 16:02:00",4241,10.51291,36.97102,0.71,291.4,0.71,10.3
"2022-01-28 16:03:00",4242,10.52148,37.01,0.43,236.8,0.43,10.2
"2022-01-28 16:04:00",4243,10.51469,37.04117,0.63,95.9,0.63,10.1
"2022-01-28 16:05:00",4244,10.47455,37.14627,0.68,138.8,0.68,10.8
"2022-01-28 16:06:00",4245,10.45024,37.06232,0.09,177.3,0.09,10.6
"2022-01-28 16:07:00",4246,10.49296,37.08137,0.89,126.9,0.89,10.4
"2022-01-28 16:08:00",4247,10.47044,37.07491,0.92,353.5,0.92,9.9
"2022-01-28 16:09:00",4248,10.44173,37.05756,1.17,56.7,1.17,10.1
"2022-01-28 16:10:00",4249,10.47191,37.05041,0.62,230.5,0.62,10.1
"2022-01-28 16:11:00",4250,10.43512,37.00841,1.35,31.7,1.35,10.1
"2022-01-28 16:12:00",4251,10.3501,36.99216,1.17,162.8,1.17,10.2
"2022-01-28 16:13:00",4252,10.31532,36.95416,0.95,270.5,0.95,10.3
"2022-01-28 16:14:00",4253,10.28972,36.97688,0.26,76.2,0.26,9.9
"2022-01-28 16:15:00",4254,10.1778,36.96875,0.68,225.1,0.68,10.1
"2022-01-28 16:16:00",4255,10.10248,36.99337,0.89,329.2,0.89,9.8
"2022-01-28 16:17:00",4256,10.0326,36.98824,0.33,340.5,0.33,9.9
"2022-01-28 16:18:00",4257,9.986298,36.95193,0.83,123.3,0.83,9.7
"2022-01-28 16:19:00",4258,9.935249,36.9655,1.79,166.1,1.79,9.4
"2022-01-28 16:20:00",4259,9.802574,36.93197,1.25,216.1,1.25,9.4
"2022-01-28 16:21:00",4260,9.76606,36.88268,0.36,336.9,0.36,9.4
"2022-01-28 16:22:00",4261,9.763504,36.92976,1.07,157.7,1.07,9.6
"2022-01-28 16:23:00",4262,9.654488,36.92148,0.57,88.6,0.57,9.8
"2022-01-28 16:24:00",4263,9.577026,36.89992,1.1,10,1.1,9.7
"2022-01-28 16:25:00",4264,9.623489,37.00692,0.47,162.1,0.47,9.5
"2022-01-28 16:26:00",4265,9.559021,36.9783,0.51,114.4,0.51,9.6
"2022-01-28 16:27:00",4266,9.528419,36.96493,0.65,247.3,0.65,9.4
"2022-01-28 16:28:00",4267,9.530052,37.04277,0.35,294.6,0.35,9.3
"2022-01-28 16:29:00",4268,9.513565,37.0512,0.45,275.7,0.45,9.2
"2022-01-28 16:30:00",4269,9.470467,37.06059,0.33,173.8,0.33,9.6
"2022-01-28 16:31:00",4270,9.396568,37.1012,0.6,210.4,0.6,9.2
"2022-01-28 16:32:00",4271,9.359306,37.14885,1.08,128.3,1.08,8.9
"2022-01-28 16:33:00",4272,9.323212,37.11828,1.41,354,1.41,8.7
"2022-01-28 16:34:00",4273,9.233574,37.10782,1.82,291.2,1.82,8.5
"2022-01-28 16:35:00",4274,9.073593,37.20424,0.99,328.3,0.99,9.4
"2022-01-28 16:36:00",4275,9.054344,37.11843,0.46,169.8,0.46,8.8
"2022-01-28 16:37:00",4276,8.971649,37.11583,0.46,236.1,0.46,8.7
"2022-01-28 16:38:00",4277,8.869034,37.13013,0.53,147.6,0.53,8.5
"2022-01-28 16:39:00",4278,8.82814,37.19091,0.45,82.7,0.45,8.6
"2022-01-28 16:40:00",4279,8.725342,37.17149,0.28,176.7,0.28,8.5
"2022-01-28 16:41:00",4280,8.618675,37.17044,0.49,155.7,0.49,8.5
"2022-01-28 16:42:00",4281,8.581314,37.20646,0.42,46.5,0.42,8.3
"2022-01-28 16:43:00",4282,8.507652,37.27576,1.64,289.7,1.64,8.5
"2022-01-28 16:44:00",4283,8.456871,37.28502,1.33,248.4,1.33,8.7
"2022-01-28 16:45:00",4284,8.362923,37.26909,0.91,152.2,0.91,8.3
"2022-01-28 16:46:00",4285,8.351311,37.27202,0.16,127.8,0.16,8.6
"2022-01-28 16:47:00",4286,8.345161,37.28562,0.15,115,0.15,8.7
"2022-01-28 16:48:00",4287,8.299133,37.26622,0.63,334.9,0.63,9
"2022-01-28 16:49:00",4288,8.325859,37.30133,1.25,120.7,1.25,8.3
"2022-01-28 16:50:00",4289,8.290939,37.38654,0.11,26.2,0.11,8.3
"2022-01-28 16:51:00",4290,8.346397,37.32421,0.92,6.2,0.92,8.1
"2022-01-28 16:52:00",4291,8.27655,37.27818,0.55,6.6,0.55,8.3
"2022-01-28 16:53:00",4292,8.209999,37.3021,0.56,357.3,0.56,8.2
"2022-01-28 16:54:00",4293,8.204315,37.36428,0.86,242.8,0.86,8
"2022-01-28 16:55:00",4294,8.167099,37.31736,0.65,314.1,0.65,7.9
"2022-01-28 16:56:00",4295,8.083351,37.33298,0.96,105.2,0.96,7.7
"2022-01-28 16:57:00",4296,8.03318,37.33286,0.87,344.5,0.87,7.7
"2022-01-28 16:58:00",4297,7.929955,37.44255,0.55,57.6,0.55,7.7
"2022-01-28 16:59:00",4298,7.890221,37.33261,0.28,354.8,0.28,7.7
"2022-01-28 17:00:00",4299,7.782257,37.53398,0.89,282.9,0.89,7.6
"2022-01-28 17:01:00",4300,7.780266,37.41406,1.11,22.9,1.11,7.5
"2022-01-28 17:02:00",4301,7.685074,37.4001,0.68,357.8,0.68,7.6
"2022-01-28 17:03:00",4302,7.601669,37.53741,0.95,12.6,0.95,7.4
"2022-01-28 17:04:00",4303,7.522133,37.49638,1.37,17.9,1.37,7.3
"2022-01-28 17:05:00",4304,7.476654,37.4968,0.75,41.6,0.75,7.3
"2022-01-28 17:06:00",4305,7.414055,37.55572,0.06,49.8,0.06,7.1
"2022-01-28 17:07:00",4306,7.362259,37.55185,0.73,162.9,0.73,7.1
"2022-01-28 17:08:00",4307,7.287468,37.63269,0.93,37.8,0.93,7
"2022-01-28 17:09:00",4308,7.212738,37.75948,0.51,136.2,0.51,7.1
"2022-01-28 17:10:00",4309,7.15995,37.60139,0.69,161.3,0.69,6.9
"2022-01-28 17:11:00",4310,7.068832,37.63212,0.33,11.4,0.33,7.2
"2022-01-28 17:12:00",4311,7.048935,37.68219,0.28,314.3,0.28,6.9
"2022-01-28 17:13:00",4312,7.002258,37.64478,0.39,123.9,0.39,6.8
"2022-01-28 17:14:00",4313,6.924355,37.81204,0.78,166.1,0.78,6.8
"2022-01-28 17:15:00",4314,6.840019,37.69493,0.18,282.5,0.18,6.6
"2022-01-28 17:16:00",4315,6.794113,37.72908,0.67,59.4,0.67,6.5
"2022-01-28 17:17:00",4316,6.703865,37.71749,0.76,76.5,0.76,6.6
"2022-01-28 17:18:00",4317,6.647575,37.79115,0.17,179,0.17,6.6
"2022-01-28 17:19:00",4318,6.636673,37.80793,0.47,331.8,0.47,6.5
"2022-01-28 17:20:00",4319,6.591934,37.8432,0.37,345.7,0.37,6.4
"2022-01-28 17:21:00",4320,6.54763,37.84118,0.14,259.4,0.14,6.5
"2022-01-28 17:22:00",4321,6.505325,37.79897,0.94,15.9,0.94,6.3
"2022-01-28 17:23:00",4322,6.46875,37.95314,0.4,273,0.4,6.2
"2022-01-28 17:24:00",4323,6.418877,37.97003,0.21,1,0.21,6.2
"2022-01-28 17:25:00",4324,6.340355,37.89378,0.13,97.7,0.13,6.3
"2022-01-28 17:26:00",4325,6.294624,37.89588,1.01,0.8,1.01,6.2
"2022-01-28 17:27:00",4326,6.249527,37.92619,0.69,174.5,0.69,6.1
"2022-01-28 17:28:00",4327,6.204704,37.92122,0.45,305.6,0.45,6.1
"2022-01-28 17:29:00",4328,6.158684,37.96153,0.71,230.1,0.71,6.1
"2022-01-28 17:30:00",4329,6.113159,37.95958,0.06,111.6,0.06,6
"2022-01-28 17:31:00",4330,6.06871,37.99528,0.19,46.3,0.19,5.9
"2022-01-28 17:32:00",4331,6.024353,37.99415,0.5,223.6,0.5,5.9
"2022-01-28 17:33:00",4332,5.980217,38.02756,0.8,210,0.8,5.9
"2022-01-28 17:34:00",4333,6.007538,38.04659,0.52,239.9,0.52,6
"2022-01-28 17:35:00",4334,5.971397,38.08244,0.65,218.3,0.65,6
"2022-01-28 17:36:00",4335,5.903122,38.06929,0.35,218.8,0.35,5.9
"2022-01-28 17:37:00",4336,5.90934,38.09311,0.79,174.2,0.79,5.9
"2022-01-28 17:38:00",4337,5.886803,38.10636,0.14,301.2,0.14,5.7
"2022-01-28 17:39:00",4338,5.886093,38.19732,0.43,131.6,0.43,5.7
"2022-01-28 17:40:00",4339,5.801071,38.12469,1.12,97.3,1.12,5.7
"2022-01-28 17:41:00",4340,5.767807,38.19175,0.56,313.4,0.56,5.5
"2022-01-28 17:42:00",4341,5.720673,38.17725,0.4,145.3,0.4,5.7
"2022-01-28 17:43:00",4342,5.700005,38.21946,0.26,327,0.26,5.7
"2022-01-28 17:44:00",4343,5.656311,38.22052,0.79,278.9,0.79,5.5
"2022-01-28 17:45:00",4344,5.616043,38.21241,0.46,245.8,0.46,5.5
"2022-01-28 17:46:00",4345,5.600105,38.27586,0.04,183.5,0.04,5.4
"2022-01-28 17:47:00",4346,5.607918,38.28085,0.19,327.1,0.19,5.3
"2022-01-28 17:48:00",4347,5.559448,38.29485,0.3,246.4,0.3,5.2
"2022-01-28 17:49:00",4348,5.530762,38.34284,0.25,145.8,0.25,5.2
"2022-01-28 17:50:00",4349,5.453491,38.29292,0.48,163.4,0.48,5.2
"2022-01-28 17:51:00",4350,5.405159,38.2846,0.33,129.7,0.33,5.1
"2022-01-28 17:52:00",4351,5.361137,38.37399,0.85,142.6,0.85,5.2
"2022-01-28 17:53:00",4352,5.330246,38.33679,0.42,285,0.42,5.1
"2022-01-28 17:54:00",4353,5.253059,38.31937,0.43,104.8,0.43,4.8
"2022-01-28 17:55:00",4354,5.205963,38.41474,0.61,326.3,0.61,4.8
"2022-01-28 17:56:00",4355,5.172386,38.36683,0.55,50.3,0.55,4.9
"2022-01-28 17:57:00",4356,5.132019,38.36481,0.43,268.5,0.43,4.8
"2022-01-28 17:58:00",4357,5.083435,38.33171,0.18,291.2,0.18,4.8
"2022-01-28 17:59:00",4358,5.017006,38.35048,0.25,271.3,0.25,4.8
"2022-01-28 18:00:00",4359,4.977715,38.28603,0.29,41.1,0.29,4.7
"2022-01-28 18:01:00",4360,4.966522,38.50338,0.3,117.3,0.3,4.7
"2022-01-28 18:02:00",4361,4.883469,38.41958,0.24,122.1,0.24,4.7
"2022-01-28 18:03:00",4362,4.90799,38.45072,0.19,94.9,0.19,4.8
"2022-01-28 18:04:00",4363,4.867508,38.5239,0.36,111.3,0.36,4.9
"2022-01-28 18:05:00",4364,4.827782,38.57085,0.46,170.5,0.46,4.7
"2022-01-28 18:06:00",4365,4.820923,38.61815,0.26,201.9,0.26,4.7
"2022-01-28 18:07:00",4366,4.772125,38.63769,0.81,269.7,0.81,4.6
"2022-01-28 18:08:00",4367,4.760345,38.67835,0.6,192,0.6,4.7
"2022-01-28 18:09:00",4368,4.742569,38.82706,0.18,68,0.18,4.6
"2022-01-28 18:10:00",4369,4.730141,38.75584,0.7,278.1,0.7,4.5
"2022-01-28 18:11:00",4370,4.724823,38.81017,0.66,194.2,0.66,4.5
"2022-01-28 18:12:00",4371,4.667961,38.81208,0.18,1.9,0.18,4.5
"2022-01-28 18:13:00",4372,4.677811,38.84692,0.36,198.3,0.36,4.6
"2022-01-28 18:14:00",4373,4.648254,38.95627,0.51,79.6,0.51,4.5
"2022-01-28 18:15:00",4374,4.654831,38.98279,0.65,114.5,0.65,4.6
"2022-01-28 18:16:00",4375,4.62812,38.87513,0.12,86.5,0.12,4.4
"2022-01-28 18:17:00",4376,4.572853,38.88044,0.46,254,0.46,4.6
"2022-01-28 18:18:00",4377,4.625694,38.94467,0.54,180.5,0.54,4.4
"2022-01-28 18:19:00",4378,4.526039,38.87109,0.8,165.6,0.8,4.5
"2022-01-28 18:20:00",4379,4.51548,38.87025,0.24,82.1,0.24,4.3
"2022-01-28 18:21:00",4380,4.519531,38.87563,0.65,204.2,0.65,4.4
"2022-01-28 18:22:00",4381,4.491966,38.91677,1.02,192.4,1.02,4.4
"2022-01-28 18:23:00",4382,4.48468,38.90488,0.35,216.8,0.35,4.3
"2022-01-28 18:24:00",4383,4.425003,38.90173,0.14,64.4,0.14,4.1
"2022-01-28 18:25:00",4384,4.425789,38.90808,0.3,197.1,0.3,4.2
"2022-01-28 18:26:00",4385,4.391914,38.9164,0.23,249.4,0.23,4.1
"2022-01-28 18:27:00",4386,4.433098,38.87036,0.42,209.9,0.42,4.2
"2022-01-28 18:28:00",4387,4.370628,38.88603,0.15,207.7,0.15,4
"2022-01-28 18:29:00",4388,4.355011,38.96972,0.69,220.4,0.69,4.2
"2022-01-28 18:30:00",4389,4.291214,39.09092,0.12,32.8,0.12,4
"2022-01-28 18:31:00",4390,4.333473,39.0345,0.64,251.3,0.64,4.1
"2022-01-28 18:32:00",4391,4.288422,39.13833,0.64,131.5,0.64,4.1
"2022-01-28 18:33:00",4392,4.274422,39.26034,0.28,215,0.28,4.2
"2022-01-28 18:34:00",4393,4.231628,39.30136,0.39,207.2,0.39,4
"2022-01-28 18:35:00",4394,4.251541,39.36403,0.63,234.4,0.63,4.1
"2022-01-28 18:36:00",4395,4.229034,39.31644,0.27,206.9,0.27,4
"2022-01-28 18:37:00",4396,4.175285,39.2835,0.45,77.9,0.45,3.8
"2022-01-28 18:38:00",4397,4.157722,39.33512,0.9,233,0.9,4.2
"2022-01-28 18:39:00",4398,4.177856,39.33351,0.02,249.9,0.02,4
"2022-01-28 18:40:00",4399,4.154549,39.32554,0.23,230.3,0.23,3.9
"2022-01-28 18:41:00",4400,4.107414,39.3267,0.57,97.1,0.57,4.1
"2022-01-28 18:42:00",4401,4.13105,39.33008,0.65,177.5,0.65,3.8
"2022-01-28 18:43:00",4402,4.113464,39.32764,0.54,169.2,0.54,4
"2022-01-28 18:44:00",4403,4.063133,39.27176,0.87,217.9,0.87,4
"2022-01-28 18:45:00",4404,4.068352,39.32147,0.42,168.2,0.42,3.7
"2022-01-28 18:46:00",4405,4.041481,39.32978,0.31,163.2,0.31,3.6
"2022-01-28 18:47:00",4406,4.027039,39.32486,0.07,88.3,0.07,3.6
"2022-01-28 18:48:00",4407,3.970543,39.31787,0.57,165.8,0.57,3.8
"2022-01-28 18:49:00",4408,3.970055,39.31133,0.63,226,0.63,3.6
"2022-01-28 18:50:00",4409,3.939041,39.23584,0.4,207.9,0.4,3.6
"2022-01-28 18:51:00",4410,3.949547,39.33303,1,198.2,1,3.7
"2022-01-28 18:52:00",4411,3.890671,39.32457,0.46,184.4,0.46,3.8
"2022-01-28 18:53:00",4412,3.877914,39.3262,0.49,25.9,0.49,3.6
"2022-01-28 18:54:00",4413,3.880257,39.33239,0.26,270.3,0.26,3.3
"2022-01-28 18:55:00",4414,3.851547,39.34077,0.13,89.3,0.13,3.5
"2022-01-28 18:56:00",4415,3.804665,39.36356,1.11,158.3,1.11,3.4
"2022-01-28 18:57:00",4416,3.787132,39.3595,0.26,285.8,0.26,3.5
"2022-01-28 18:58:00",4417,3.741745,39.36226,0.12,24.4,0.12,3.3
"2022-01-28 18:59:00",4418,3.702522,39.33796,0.63,347,0.63,3.3
"2022-01-28 19:00:00",4419,3.666458,39.30871,0.19,215.6,0.19,3.1
"2022-01-28 19:01:00",4420,3.629898,39.2771,0.34,25.9,0.34,3.4
"2022-01-28 19:02:00",4421,3.629036,39.26906,0.19,357,0.19,3.1
"2022-01-28 19:03:00",4422,3.573204,39.26157,0.28,227.9,0.28,3.2
"2022-01-28 19:04:00",4423,3.519936,39.264,0.21,330.5,0.21,3.1
"2022-01-28 19:05:00",4424,3.469429,39.25105,0.15,200.5,0.15,3
"2022-01-28 19:06:00",4425,3.426659,39.19529,0.2,318.9,0.2,3
"2022-01-28 19:07:00",4426,3.380409,39.31966,0.46,42.3,0.46,3.1
"2022-01-28 19:08:00",4427,3.33181,39.27719,0.58,258,0.58,2.9
"2022-01-28 19:09:00",4428,3.33168,39.2995,0.19,329.8,0.19,2.9
"2022-01-28 19:10:00",4429,3.286789,39.33282,0.42,312.9,0.42,3.1
"2022-01-28 19:11:00",4430,3.243744,39.36568,0.94,181.4,0.94,3.1
"2022-01-28 19:12:00",4431,3.187622,39.55677,0.18,358.9,0.18,2.9
"2022-01-28 19:13:00",4432,3.216866,39.47741,0.26,238.6,0.26,2.8
"2022-01-28 19:14:00",4433,3.166389,39.594,0.21,296.4,0.21,2.7
"2022-01-28 19:15:00",4434,3.150658,39.54651,0.09,322.6,0.09,2.8
"2022-01-28 19:16:00",4435,3.068649,39.55913,0.52,338.6,0.52,2.7
"2022-01-28 19:17:00",4436,3.062271,39.55936,0.12,236.7,0.12,2.7
"2022-01-28 19:18:00",4437,3.014076,39.55716,0.27,348.8,0.27,2.7
"2022-01-28 19:19:00",4438,2.999321,39.6151,0.36,195.3,0.36,2.6
"2022-01-28 19:20:00",4439,2.94873,39.45694,0.34,2.2,0.34,2.7
"2022-01-28 19:21:00",4440,2.897545,39.53292,0.85,321.3,0.85,3
"2022-01-28 19:22:00",4441,2.899239,39.60054,0.65,344.3,0.65,2.8
"2022-01-28 19:23:00",4442,2.920334,39.61956,0.31,71.3,0.31,2.6
"2022-01-28 19:24:00",4443,2.881577,39.61874,0.3,342.9,0.3,2.6
"2022-01-28 19:25:00",4444,2.871475,39.61074,0.25,43,0.25,2.5
"2022-01-28 19:26:00",4445,2.81366,39.64229,0.31,341,0.31,2.7
"2022-01-28 19:27:00",4446,2.808578,39.6451,0.19,224.8,0.19,2.5
"2022-01-28 19:28:00",4447,2.763092,39.67455,0.1,332,0.1,2.4
"2022-01-28 19:29:00",4448,2.704002,39.70814,0.29,309.1,0.29,2.6
"2022-01-28 19:30:00",4449,2.70282,39.69861,0.32,295.6,0.32,2.5
"2022-01-28 19:31:00",4450,2.663017,39.76645,0.8,345.1,0.8,2.5
"2022-01-28 19:32:00",4451,2.62513,39.80006,0.3,339.9,0.3,2.7
"2022-01-28 19:33:00",4452,2.625984,39.7931,0.28,292.1,0.28,2.3
"2022-01-28 19:34:00",4453,2.568977,39.85582,0.35,347.8,0.35,2.4
"2022-01-28 19:35:00",4454,2.559433,39.88567,0.25,137.5,0.25,2.2
"2022-01-28 19:36:00",4455,2.509621,39.88488,0.1,104.7,0.1,2.3
"2022-01-28 19:37:00",4456,2.464233,39.91846,0.58,326.4,0.58,2.6
"2022-01-28 19:38:00",4457,2.465881,39.95396,0.13,330.9,0.13,2.3
"2022-01-28 19:39:00",4458,2.46106,40.09952,0.15,202.5,0.15,2.1
"2022-01-28 19:40:00",4459,2.471436,40.04384,0.4,341.5,0.4,2.5
"2022-01-28 19:41:00",4460,2.417404,40.06874,0.43,353.1,0.43,2.3
"2022-01-28 19:42:00",4461,2.380424,40.02084,0.12,171,0.12,2.1
"2022-01-28 19:43:00",4462,2.37323,40.10997,0.52,332.1,0.52,2.3
"2022-01-28 19:44:00",4463,2.341248,40.08502,0.15,337,0.15,2.2
"2022-01-28 19:45:00",4464,2.356209,40.10493,0.13,47.6,0.13,2.4
"2022-01-28 19:46:00",4465,2.332764,40.14279,0.05,247.8,0.05,2.1
"2022-01-28 19:47:00",4466,2.281731,40.14594,0.33,131.2,0.33,1.9
"2022-01-28 19:48:00",4467,2.288734,40.15215,0.15,241.1,0.15,1.6
"2022-01-28 19:49:00",4468,2.289391,40.0518,0.13,226.1,0.13,1.6
"2022-01-28 19:50:00",4469,2.217216,40.32056,0.11,222,0.11,1.6
"2022-01-28 19:51:00",4470,2.197556,40.26106,0.34,272.3,0.34,1.7
"2022-01-28 19:52:00",4471,2.176109,40.15699,0.37,44.9,0.37,1.7
"2022-01-28 19:53:00",4472,2.134003,40.13864,0.11,163.2,0.11,1.6
"2022-01-28 19:54:00",4473,2.08979,40.13195,0.37,303.3,0.37,1.4
"2022-01-28 19:55:00",4474,1.977974,40.06592,0.44,287,0.44,1.7
"2022-01-28 19:56:00",4475,1.974998,40.08208,0.49,339.7,0.49,1.9
"2022-01-28 19:57:00",4476,1.924522,40.08072,0.11,23.7,0.11,1.7
"2022-01-28 19:58:00",4477,1.89711,40.05044,0.47,348.4,0.47,1.8
"2022-01-28 19:59:00",4478,1.899544,40.06477,0.41,350.7,0.41,2.1
"2022-01-28 20:00:00",4479,1.899551,40.06853,0.4,12.8,0.4,2.1
"2022-01-28 20:01:00",4480,1.873795,40.11918,0.31,290.7,0.31,2
"2022-01-28 20:02:00",4481,1.900322,40.05369,0.53,333.5,0.53,1.9
"2022-01-28 20:03:00",4482,1.881409,40.01607,0.64,351.6,0.64,2
"2022-01-28 20:04:00",4483,1.872032,40.01405,0.62,322,0.62,2
"2022-01-28 20:05:00",4484,1.905571,39.98051,0.15,269.2,0.15,1.7
"2022-01-28 20:06:00",4485,1.926292,40.0084,0.07,224.3,0.07,1.5
"2022-01-28 20:07:00",4486,1.899513,39.97187,0.59,250.9,0.59,1.5
"2022-01-28 20:08:00",4487,1.873184,39.90845,0.14,69.2,0.14,1.2
"2022-01-28 20:09:00",4488,1.889275,39.92714,0.35,294.9,0.35,1.3
"2022-01-28 20:10:00",4489,1.846825,39.92495,0.25,320.5,0.25,1.1
"2022-01-28 20:11:00",4490,1.783577,40.04483,0.5,72.2,0.5,1.4
"2022-01-28 20:12:00",4491,1.734634,39.9212,0.2,345.2,0.2,1.1
"2022-01-28 20:13:00",4492,1.713799,39.9317,0.07,308.9,0.07,1.1
"2022-01-28 20:14:00",4493,1.690323,39.94679,0.67,289.2,0.67,1
"2022-01-28 20:15:00",4494,1.625603,39.98796,0.96,315.1,0.96,1.6
