"TOA5","21492","CR1000X","21492","CR1000X.Std.04.02","CPU:Lab2.CR1X","33475","SlowResponse"
"TIMESTAMP","RECORD","AirTC","RH","windSpeed","windDirection","gustWindSpeed","AirTemp"
"TS","RN","Deg C","%","m/s","deg","m/s","degC"
"","","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-01-27 19:25:00",3004,3.71888,39.14725,0.76,140.7,0.76,3.3
"2022-01-27 19:26:00",3005,3.67514,39.14043,0.46,1.5,0.46,3.2
"2022-01-27 19:27:00",3006,3.617752,39.17081,0.2,67.1,0.2,3.1
"2022-01-27 19:28:00",3007,3.563713,39.19889,0.16,9.5,0.16,3.4
"2022-01-27 19:29:00",3008,3.513596,39.23077,0.45,143.6,0.45,3.1
"2022-01-27 19:30:00",3009,3.466431,39.23415,0.46,64,0.46,3
"2022-01-27 19:31:00",3010,3.469696,39.23631,0.6,301,0.6,3.2
"2022-01-27 19:32:00",3011,3.432243,39.27335,0.33,327.6,0.33,3.3
"2022-01-27 19:33:00",3012,3.401611,39.30826,0.19,142.1,0.19,3.2
"2022-01-27 19:34:00",3013,3.426125,39.43277,0.85,99.5,0.85,3.4
"2022-01-27 19:35:00",3014,3.378517,39.29593,0.38,160.5,0.38,3.1
"2022-01-27 19:36:00",3015,3.376442,39.29794,0.68,230.3,0.68,3.2
"2022-01-27 19:37:00",3016,3.375778,39.41005,0.41,135.8,0.41,3.2
"2022-01-27 19:38:00",3017,3.377579,39.25244,0.5,336.6,0.5,3
"2022-01-27 19:39:00",3018,3.307175,39.27129,0.37,13.2,0.37,2.9
"2022-01-27 19:40:00",3019,3.302727,39.27085,0.48,64.3,0.48,3.1
"2022-01-27 19:41:00",3020,3.277496,39.29303,0.73,123.8,0.73,3.1
"2022-01-27 19:42:00",3021,3.254768,39.33924,0.46,316.3,0.46,3.2
"2022-01-27 19:43:00",3022,3.244171,39.22769,0.23,64.3,0.23,3
"2022-01-27 19:44:00",3023,3.242172,39.26814,0.34,301.2,0.34,3
"2022-01-27 19:45:00",3024,3.26355,39.27678,0.87,287.7,0.87,2.9
"2022-01-27 19:46:00",3025,3.248505,39.26696,0.6,258.8,0.6,3
"2022-01-27 19:47:00",3026,3.194649,39.26599,0.43,272.8,0.43,2.9
"2022-01-27 19:48:00",3027,3.211639,39.27727,0.52,120.5,0.52,3.2
"2022-01-27 19:49:00",3028,3.160057,39.2653,0.23,143.9,0.23,2.8
"2022-01-27 19:50:00",3029,3.14756,39.26473,0.49,190.5,0.49,3.2
"2022-01-27 19:51:00",3030,3.197281,39.37287,1.2,261.3,1.2,3.2
"2022-01-27 19:52:00",3031,3.184937,39.2193,0.23,184.8,0.23,2.8
"2022-01-27 19:53:00",3032,3.166397,39.26822,0.1,262.8,0.1,2.8
"2022-01-27 19:54:00",3033,3.154373,39.34035,0.36,160.1,0.36,2.8
"2022-01-27 19:55:00",3034,3.132172,39.20772,0.98,188.9,0.98,3
"2022-01-27 19:56:00",3035,3.091866,39.27057,0.52,205.3,0.52,2.8
"2022-01-27 19:57:00",3036,3.110733,39.14185,0.77,278,0.77,2.8
"2022-01-27 19:58:00",3037,3.084236,39.11939,0,337.7,0,2.7
"2022-01-27 19:59:00",3038,3.111168,39.26891,0.37,247.4,0.37,2.7
"2022-01-27 20:00:00",3039,3.059525,39.23234,0.44,338.8,0.44,2.7
"2022-01-27 20:01:00",3040,3.031776,39.15123,0.53,195.2,0.53,2.9
"2022-01-27 20:02:00",3041,3.05217,39.15136,0.4,189.4,0.4,2.7
"2022-01-27 20:03:00",3042,3.000916,39.18378,0.75,357.1,0.75,3
"2022-01-27 20:04:00",3043,2.994461,39.19622,0.2,323.4,0.2,2.9
"2022-01-27 20:05:00",3044,3.022011,39.19128,0.35,197.9,0.35,2.9
"2022-01-27 20:06:00",3045,2.994583,39.18349,0.26,68,0.26,2.7
"2022-01-27 20:07:00",3046,3.011047,39.19838,0.3,275,0.3,2.5
"2022-01-27 20:08:00",3047,3.002831,39.18691,0.36,146.6,0.36,2.9
"2022-01-27 20:09:00",3048,2.992256,39.18579,0.22,223.7,0.22,2.5
"2022-01-27 20:10:00",3049,3.007729,39.18715,0.21,301.8,0.21,2.4
"2022-01-27 20:11:00",3050,3.000076,39.21788,0.17,85,0.17,2.8
"2022-01-27 20:12:00",3051,2.983871,39.23444,0.23,62.6,0.23,2.6
"2022-01-27 20:13:00",3052,2.953995,39.29482,0.01,184.9,0.01,2.2
"2022-01-27 20:14:00",3053,2.968903,39.33117,0.23,322,0.23,2.3
"2022-01-27 20:15:00",3054,2.924141,39.34883,0.48,44.8,0.48,2.6
"2022-01-27 20:16:00",3055,2.912315,39.38295,0.55,331.9,0.55,2.9
"2022-01-27 20:17:00",3056,2.833611,39.47484,0.08,318.3,0.08,2.4
"2022-01-27 20:18:00",3057,2.830673,39.37217,0.18,287,0.18,1.9
"2022-01-27 20:19:00",3058,2.782608,39.38727,0.5,82.2,0.5,2.2
"2022-01-27 20:20:00",3059,2.786072,39.4121,0.42,322.7,0.42,2.6
"2022-01-27 20:21:00",3060,2.74659,39.52456,0.47,42.9,0.47,2.3
"2022-01-27 20:22:00",3061,2.742477,39.4608,0.33,332.9,0.33,2.3
"2022-01-27 20:23:00",3062,2.748161,39.50214,0.48,352.5,0.48,2.6
"2022-01-27 20:24:00",3063,2.713615,39.50926,0.41,349.7,0.41,2.6
"2022-01-27 20:25:00",3064,2.7183,39.50073,0.38,19.8,0.38,2.4
"2022-01-27 20:26:00",3065,2.658134,39.48106,0.41,350.8,0.41,2.5
"2022-01-27 20:27:00",3066,2.648895,39.52468,0.44,266.6,0.44,1.8
"2022-01-27 20:28:00",3067,2.601257,39.52758,0.06,112.7,0.06,2
"2022-01-27 20:29:00",3068,2.561089,39.53461,0.29,200.4,0.29,2.2
"2022-01-27 20:30:00",3069,2.572472,39.54005,0.16,171.3,0.16,2.1
"2022-01-27 20:31:00",3070,2.556862,39.55364,0.19,207.7,0.19,1.8
"2022-01-27 20:32:00",3071,2.499603,39.58468,0.34,71.5,0.34,2
"2022-01-27 20:33:00",3072,2.445755,39.57548,0.27,80.9,0.27,2.1
"2022-01-27 20:34:00",3073,2.396935,39.60897,0.48,125.3,0.48,2.1
"2022-01-27 20:35:00",3074,2.381653,39.58711,0.21,151.6,0.21,1.9
"2022-01-27 20:36:00",3075,2.350975,39.60389,0.31,217.3,0.31,2
"2022-01-27 20:37:00",3076,2.299385,39.59636,0.47,250,0.47,1.6
"2022-01-27 20:38:00",3077,2.240089,39.59676,0.28,262.3,0.28,1.7
"2022-01-27 20:39:00",3078,2.26815,39.69453,0.31,314.6,0.31,1.7
"2022-01-27 20:40:00",3079,2.22715,39.72106,0.24,252.4,0.24,1.7
"2022-01-27 20:41:00",3080,2.178551,39.66641,0.92,285.4,0.92,1.5
"2022-01-27 20:42:00",3081,2.104065,39.68831,0.31,283.3,0.31,1.5
"2022-01-27 20:43:00",3082,2.059677,39.69371,0.46,292,0.46,1.6
"2022-01-27 20:44:00",3083,1.985001,39.68416,0.01,48.7,0.01,1.5
"2022-01-27 20:45:00",3084,1.930054,39.69497,0.19,338.3,0.19,1.3
"2022-01-27 20:46:00",3085,1.880035,39.69469,0.19,48.2,0.19,1.4
"2022-01-27 20:47:00",3086,1.851814,39.69626,0.2,238.6,0.2,1.3
"2022-01-27 20:48:00",3087,1.816544,39.71117,0.21,181.4,0.21,1.1
"2022-01-27 20:49:00",3088,1.704811,39.65595,0.25,30.1,0.25,1.3
"2022-01-27 20:50:00",3089,1.659851,39.72642,0.31,241.2,0.31,1.3
"2022-01-27 20:51:00",3090,1.614006,39.73243,0.59,238.2,0.59,1.1
"2022-01-27 20:52:00",3091,1.564354,39.7613,0.6,334,0.6,1.1
"2022-01-27 20:53:00",3092,1.531891,39.734,0.5,305.1,0.5,0.7
"2022-01-27 20:54:00",3093,1.445053,39.70975,0.88,348.3,0.88,0.7
"2022-01-27 20:55:00",3094,1.350746,39.67648,0.46,340.9,0.46,0.8
"2022-01-27 20:56:00",3095,1.191437,39.60991,0.64,6.2,0.64,0.8
"2022-01-27 20:57:00",3096,1.143181,39.62749,0.93,286.9,0.93,0.8
"2022-01-27 20:58:00",3097,1.052025,39.62974,0.39,311.9,0.39,0.6
"2022-01-27 20:59:00",3098,1.05294,39.69735,0.21,136,0.21,0.8
"2022-01-27 21:00:00",3099,0.9777756,39.66788,0.19,343.6,0.19,0.6
"2022-01-27 21:01:00",3100,0.9426117,39.67964,0.25,331.4,0.25,0.5
"2022-01-27 21:02:00",3101,0.8557739,39.79617,0.59,255.4,0.59,0.5
"2022-01-27 21:03:00",3102,0.8246994,39.69097,0.25,283.7,0.25,0.7
"2022-01-27 21:04:00",3103,0.7788086,39.69836,0.24,245.3,0.24,0.5
"2022-01-27 21:05:00",3104,0.734436,39.72935,0.09,231.3,0.09,0.3
"2022-01-27 21:06:00",3105,0.7587509,39.75046,0.42,44.8,0.42,0.6
"2022-01-27 21:07:00",3106,0.7168121,39.78535,0.62,272.4,0.62,0.7
"2022-01-27 21:08:00",3107,0.6962433,39.785,0.12,226.1,0.12,0.7
"2022-01-27 21:09:00",3108,0.6548538,39.8346,0.16,158,0.16,0.8
"2022-01-27 21:10:00",3109,0.6634827,39.90202,0.48,277,0.48,0.3
"2022-01-27 21:11:00",3110,0.6846085,39.90467,0.35,270.6,0.35,0.5
"2022-01-27 21:12:00",3111,0.6795959,39.94096,1.22,202.6,1.22,0.7
"2022-01-27 21:13:00",3112,0.6448517,39.93922,0.71,248.6,0.71,0.6
"2022-01-27 21:14:00",3113,0.6415253,39.98644,0.27,177.9,0.27,0.4
"2022-01-27 21:15:00",3114,0.6504517,39.99542,0.42,305.4,0.42,0.2
"2022-01-27 21:16:00",3115,0.6913071,39.96401,0.68,301.8,0.68,0.4
"2022-01-27 21:17:00",3116,0.6761017,39.97121,1.19,253.3,1.19,0.4
"2022-01-27 21:18:00",3117,0.6657486,40.00127,0.62,297.8,0.62,0.3
"2022-01-27 21:19:00",3118,0.6511993,39.96303,0.23,295.6,0.23,0.4
"2022-01-27 21:20:00",3119,0.6232376,39.99942,0.12,257.3,0.12,0.5
"2022-01-27 21:21:00",3120,0.6019058,40.01809,0.23,241,0.23,0.3
"2022-01-27 21:22:00",3121,0.616478,40.04895,0.4,245.6,0.4,0.3
"2022-01-27 21:23:00",3122,0.643631,40.08267,0.53,142,0.53,0.1
"2022-01-27 21:24:00",3123,0.5868073,40.07174,0.4,6.6,0.4,0
"2022-01-27 21:25:00",3124,0.5058517,40.04676,0.35,9.7,0.35,0
"2022-01-27 21:26:00",3125,0.5156784,40.03078,0.4,73.9,0.4,0
"2022-01-27 21:27:00",3126,0.5191498,40.08457,0.23,0.4,0.23,0.1
"2022-01-27 21:28:00",3127,0.4421692,40.03789,1.99,249.7,1.99,0.2
"2022-01-27 21:29:00",3128,0.4131012,40.12546,0.33,96.1,0.33,0
"2022-01-27 21:30:00",3129,0.3928757,40.03216,0.26,120.5,0.26,0
"2022-01-27 21:31:00",3130,0.3751221,40.01973,0.74,228.7,0.74,0.1
"2022-01-27 21:32:00",3131,0.3907852,40.00312,0.14,29.1,0.14,-0.1
"2022-01-27 21:33:00",3132,0.4096527,40.03843,0.51,279.6,0.51,-0.1
"2022-01-27 21:34:00",3133,0.3976974,40.03943,0.02,116.4,0.02,-0.1
"2022-01-27 21:35:00",3134,0.3238983,40.01349,0.7,201.7,0.7,-0.2
"2022-01-27 21:36:00",3135,0.2909317,40.00029,0.73,256.8,0.73,0
"2022-01-27 21:37:00",3136,0.2524796,39.99443,0.3,235.2,0.3,-0.3
"2022-01-27 21:38:00",3137,0.2513962,39.99376,0.31,278.7,0.31,-0.3
"2022-01-27 21:39:00",3138,0.2098846,40.00433,0.05,40.4,0.05,-0.2
"2022-01-27 21:40:00",3139,0.14505,39.98667,0.05,296.4,0.05,-0.3
"2022-01-27 21:41:00",3140,0.1038666,40.029,0.72,252.2,0.72,-0.3
"2022-01-27 21:42:00",3141,0.06840515,40.06585,0.2,148.1,0.2,-0.3
"2022-01-27 21:43:00",3142,0.09680176,40.06448,0.35,237.1,0.35,-0.3
"2022-01-27 21:44:00",3143,0.03935242,40.10855,0.38,218.7,0.38,-0.2
"2022-01-27 21:45:00",3144,0.008247375,40.02744,0.3,291.5,0.3,-0.4
"2022-01-27 21:46:00",3145,-0.04210663,40.11932,0.29,177.5,0.29,-0.5
"2022-01-27 21:47:00",3146,-0.03409576,40.12547,0.26,55.3,0.26,-0.3
"2022-01-27 21:48:00",3147,0.01561737,40.07064,0.36,324.1,0.36,-0.4
"2022-01-27 21:49:00",3148,-0.001098633,40.17517,0.6,307.9,0.6,-0.4
"2022-01-27 21:50:00",3149,-0.08230591,40.21507,0.44,19.8,0.44,-0.3
"2022-01-27 21:51:00",3150,-0.1329346,40.15495,0.58,295.2,0.58,-0.4
"2022-01-27 21:52:00",3151,-0.1263504,40.16177,0.27,203.6,0.27,-0.6
"2022-01-27 21:53:00",3152,-0.08760834,40.15859,0.24,293.4,0.24,-0.7
"2022-01-27 21:54:00",3153,-0.1436005,40.16961,0.93,198.8,0.93,-0.5
"2022-01-27 21:55:00",3154,-0.2219696,40.12314,0.46,243.5,0.46,-0.6
"2022-01-27 21:56:00",3155,-0.211586,40.16092,0.48,133.3,0.48,-0.4
"2022-01-27 21:57:00",3156,-0.2061691,40.15395,0.12,254.3,0.12,-0.6
"2022-01-27 21:58:00",3157,-0.1955261,40.10408,0.21,278,0.21,-0.6
"2022-01-27 21:59:00",3158,-0.1882935,40.17975,0.51,285.7,0.51,-0.8
"2022-01-27 22:00:00",3159,-0.2463989,40.06546,0.74,0.4,0.74,-0.7
"2022-01-27 22:01:00",3160,-0.314537,40.08414,0.73,311.4,0.73,-0.8
"2022-01-27 22:02:00",3161,-0.3972626,40.09498,1.53,354.5,1.53,-0.8
"2022-01-27 22:03:00",3162,-0.439415,40.04823,1.45,347.5,1.45,-0.8
"2022-01-27 22:04:00",3163,-0.51548,40.06946,0.98,305.7,0.98,-0.8
"2022-01-27 22:05:00",3164,-0.582077,40.01843,0.42,319.8,0.42,-0.9
"2022-01-27 22:06:00",3165,-0.5620041,40.06467,0.76,330.9,0.76,-0.9
"2022-01-27 22:07:00",3166,-0.6284943,40.05264,0.77,331.5,0.77,-0.8
"2022-01-27 22:08:00",3167,-0.656868,40.03495,0.87,32,0.87,-0.9
"2022-01-27 22:09:00",3168,-0.679924,40.08452,1.09,337.1,1.09,-1
"2022-01-27 22:10:00",3169,-0.7199783,40.14259,0.23,299.3,0.23,-1
"2022-01-27 22:11:00",3170,-0.7245865,40.11771,0.72,283.9,0.72,-0.8
"2022-01-27 22:12:00",3171,-0.7195282,40.12654,0.68,239.8,0.68,-0.9
"2022-01-27 22:13:00",3172,-0.6699905,40.02824,0.47,191.1,0.47,-1
"2022-01-27 22:14:00",3173,-0.6948013,40.1727,0.36,260.5,0.36,-0.8
"2022-01-27 22:15:00",3174,-0.7239227,40.26557,0.21,186.9,0.21,-1
"2022-01-27 22:16:00",3175,-0.7056198,40.19634,0.44,186.2,0.44,-1
"2022-01-27 22:17:00",3176,-0.7142258,40.18495,0.29,299.3,0.29,-1.1
"2022-01-27 22:18:00",3177,-0.7481537,40.18819,0.54,255.5,0.54,-1
"2022-01-27 22:19:00",3178,-0.7396164,40.27431,0.57,226,0.57,-0.7
"2022-01-27 22:20:00",3179,-0.7424545,40.20961,0.27,234,0.27,-1.1
"2022-01-27 22:21:00",3180,-0.762291,40.28197,0.26,247.5,0.26,-0.9
"2022-01-27 22:22:00",3181,-0.7723694,40.31377,0.25,241.2,0.25,-1.2
"2022-01-27 22:23:00",3182,-0.7904816,40.32411,0.46,195.4,0.46,-0.9
"2022-01-27 22:24:00",3183,-0.7638397,40.36631,0.49,209.6,0.49,-1
"2022-01-27 22:25:00",3184,-0.8070145,40.32883,0.37,248.1,0.37,-1
"2022-01-27 22:26:00",3185,-0.817131,40.38166,0.89,202.3,0.89,-0.8
"2022-01-27 22:27:00",3186,-0.8042603,40.45388,0.71,163.2,0.71,-0.7
"2022-01-27 22:28:00",3187,-0.7316589,40.48994,0.8,198.2,0.8,-0.7
"2022-01-27 22:29:00",3188,-0.717308,40.49124,0.09,329.7,0.09,-0.9
"2022-01-27 22:30:00",3189,-0.7084732,40.46381,0.44,45.2,0.44,-0.9
"2022-01-27 22:31:00",3190,-0.7161331,40.47702,0.32,142.2,0.32,-1.1
"2022-01-27 22:32:00",3191,-0.6423187,40.54262,0.24,311,0.24,-1
"2022-01-27 22:33:00",3192,-0.6276627,40.51193,0.68,267.5,0.68,-0.8
"2022-01-27 22:34:00",3193,-0.6536255,40.45855,0.51,271,0.51,-1
"2022-01-27 22:35:00",3194,-0.6680603,40.36797,0.83,229.9,0.83,-1.1
"2022-01-27 22:36:00",3195,-0.7103424,40.41343,1.13,173.2,1.13,-0.9
"2022-01-27 22:37:00",3196,-0.7248917,40.41185,0.64,133.7,0.64,-0.9
"2022-01-27 22:38:00",3197,-0.6807098,40.42356,0.91,195.1,0.91,-0.9
"2022-01-27 22:39:00",3198,-0.7012863,40.42781,1.27,231.1,1.27,-1
"2022-01-27 22:40:00",3199,-0.7047806,40.41102,0.23,275.3,0.23,-1.3
"2022-01-27 22:41:00",3200,-0.7244644,40.3798,0.87,231.9,0.87,-1
"2022-01-27 22:42:00",3201,-0.7070236,40.5475,0.4,237.1,0.4,-1.1
"2022-01-27 22:43:00",3202,-0.7446823,40.39761,0.14,10.5,0.14,-1.3
"2022-01-27 22:44:00",3203,-0.7414856,40.36885,0.27,186.2,0.27,-1.1
"2022-01-27 22:45:00",3204,-0.795845,40.34205,0.15,29.1,0.15,-1.5
"2022-01-27 22:46:00",3205,-0.8172989,40.34712,0.17,34.8,0.17,-1.6
"2022-01-27 22:47:00",3206,-0.7691803,40.4409,0.13,70.9,0.13,-1.5
"2022-01-27 22:48:00",3207,-0.8209152,40.36771,0.25,71.7,0.25,-1.3
"2022-01-27 22:49:00",3208,-0.8594055,40.44288,0.09,263.5,0.09,-1.6
"2022-01-27 22:50:00",3209,-0.9033508,40.39816,0.11,352.6,0.11,-1.5
"2022-01-27 22:51:00",3210,-0.9378128,40.42466,0.21,70.6,0.21,-1.5
"2022-01-27 22:52:00",3211,-0.9098206,40.61283,0.33,163.2,0.33,-1.1
"2022-01-27 22:53:00",3212,-0.9662247,40.45502,0.25,166.6,0.25,-1.5
"2022-01-27 22:54:00",3213,-0.9715118,40.45947,0.65,237.8,0.65,-1.5
"2022-01-27 22:55:00",3214,-1.043411,40.46467,0.07,264.1,0.07,-1.7
"2022-01-27 22:56:00",3215,-1.087585,40.48209,0.16,16,0.16,-1.7
"2022-01-27 22:57:00",3216,-1.120422,40.62791,0.64,279.8,0.64,-1.6
"2022-01-27 22:58:00",3217,-1.139503,40.52486,0.85,256.1,0.85,-1.4
"2022-01-27 22:59:00",3218,-1.196823,40.56228,0.62,291.4,0.62,-1.6
"2022-01-27 23:00:00",3219,-1.227005,40.57389,0.66,296.9,0.66,-1.7
"2022-01-27 23:01:00",3220,-1.216866,40.61792,0.2,288.8,0.2,-1.8
"2022-01-27 23:02:00",3221,-1.199646,40.61813,0.13,117.1,0.13,-1.6
"2022-01-27 23:03:00",3222,-1.247467,40.59745,0.37,272.3,0.37,-1.7
"2022-01-27 23:04:00",3223,-1.246307,40.66095,0.38,44.1,0.38,-1.7
"2022-01-27 23:05:00",3224,-1.257538,40.63803,0.06,288.2,0.06,-1.9
"2022-01-27 23:06:00",3225,-1.290695,40.6478,0.7,75.2,0.7,-1.8
"2022-01-27 23:07:00",3226,-1.311035,40.67427,0.09,33,0.09,-1.6
"2022-01-27 23:08:00",3227,-1.29995,40.71469,0.17,244.2,0.17,-1.9
"2022-01-27 23:09:00",3228,-1.338196,40.723,0.12,104.7,0.12,-1.6
"2022-01-27 23:10:00",3229,-1.356476,40.73932,0.07,26.4,0.07,-1.9
"2022-01-27 23:11:00",3230,-1.390617,40.75509,0.57,78.5,0.57,-2
"2022-01-27 23:12:00",3231,-1.383499,40.77851,0.09,290.4,0.09,-2
"2022-01-27 23:13:00",3232,-1.422325,40.77614,0.37,198,0.37,-1.6
"2022-01-27 23:14:00",3233,-1.426849,40.85275,0.12,64.6,0.12,-1.8
"2022-01-27 23:15:00",3234,-1.451157,40.79373,0.09,128.9,0.09,-1.9
"2022-01-27 23:16:00",3235,-1.442917,40.87783,0.06,163.8,0.06,-1.8
"2022-01-27 23:17:00",3236,-1.429672,40.87611,0.44,350.6,0.44,-1.6
"2022-01-27 23:18:00",3237,-1.43232,40.90344,0.34,229.6,0.34,-1.7
"2022-01-27 23:19:00",3238,-1.474602,40.91333,0.22,26.4,0.22,-1.8
"2022-01-27 23:20:00",3239,-1.481712,40.93118,0.47,219.7,0.47,-1.9
"2022-01-27 23:21:00",3240,-1.48671,40.93566,0.13,127,0.13,-1.6
"2022-01-27 23:22:00",3241,-1.462128,41.03477,0.48,270,0.48,-1.8
"2022-01-27 23:23:00",3242,-1.461761,40.9545,0.15,228.8,0.15,-2
"2022-01-27 23:24:00",3243,-1.46566,40.95052,0.25,229.2,0.25,-1.8
"2022-01-27 23:25:00",3244,-1.496529,40.91291,0.14,163.3,0.14,-1.9
"2022-01-27 23:26:00",3245,-1.474586,40.94556,0.19,238.7,0.19,-2.1
"2022-01-27 23:27:00",3246,-1.498474,40.93181,0.09,336.4,0.09,-1.9
"2022-01-27 23:28:00",3247,-1.421143,40.95844,0.04,16.7,0.04,-2.2
"2022-01-27 23:29:00",3248,-1.447601,40.98832,0.1,67.4,0.1,-2
"2022-01-27 23:30:00",3249,-1.454208,40.8979,0.49,121.1,0.49,-1.8
"2022-01-27 23:31:00",3250,-1.439346,40.9135,0.31,195.7,0.31,-1.9
"2022-01-27 23:32:00",3251,-1.471588,40.89037,0.49,249.3,0.49,-2
"2022-01-27 23:33:00",3252,-1.474304,40.92481,0.45,245.9,0.45,-1.7
"2022-01-27 23:34:00",3253,-1.517693,40.92063,0.46,192.1,0.46,-1.5
"2022-01-27 23:35:00",3254,-1.546364,40.96591,0.54,207.4,0.54,-1.6
"2022-01-27 23:36:00",3255,-1.485863,41.01257,0.63,191.1,0.63,-1.5
"2022-01-27 23:37:00",3256,-1.433281,41.05214,0.4,239.2,0.4,-1.6
"2022-01-27 23:38:00",3257,-1.328743,41.08805,0.4,254.2,0.4,-1.7
"2022-01-27 23:39:00",3258,-1.355431,41.05888,0.34,181.5,0.34,-1.6
"2022-01-27 23:40:00",3259,-1.313019,41.06774,0.69,220.3,0.69,-1.7
"2022-01-27 23:41:00",3260,-1.221367,41.12566,1.09,184.7,1.09,-1.5
"2022-01-27 23:42:00",3261,-1.248245,41.07468,0.98,245.8,0.98,-1.7
"2022-01-27 23:43:00",3262,-1.185638,41.08302,0.32,260.5,0.32,-1.9
"2022-01-27 23:44:00",3263,-1.223122,41.02373,0.28,258.3,0.28,-2
"2022-01-27 23:45:00",3264,-1.208298,41.03445,0.41,186.5,0.41,-1.7
"2022-01-27 23:46:00",3265,-1.226143,40.99933,0.33,218.1,0.33,-2
"2022-01-27 23:47:00",3266,-1.18219,40.98046,0.26,241.7,0.26,-2
"2022-01-27 23:48:00",3267,-1.244499,40.98432,0.44,283.9,0.44,-2.2
"2022-01-27 23:49:00",3268,-1.295212,41.02322,0.08,10.7,0.08,-2.1
"2022-01-27 23:50:00",3269,-1.315659,40.96951,0.26,305.8,0.26,-1.8
"2022-01-27 23:51:00",3270,-1.3414,40.97145,0.27,145,0.27,-2
"2022-01-27 23:52:00",3271,-1.377617,41.03959,0.78,258.2,0.78,-2
"2022-01-27 23:53:00",3272,-1.356865,40.99386,0.17,282.2,0.17,-2.2
"2022-01-27 23:54:00",3273,-1.430672,40.98516,0.54,264,0.54,-2.3
"2022-01-27 23:55:00",3274,-1.482643,40.93979,0.31,288.3,0.31,-2.1
"2022-01-27 23:56:00",3275,-1.538177,40.96669,0.16,186,0.16,-2.3
"2022-01-27 23:57:00",3276,-1.591347,40.97028,0.35,233.2,0.35,-2.1
"2022-01-27 23:58:00",3277,-1.596039,40.98592,0.22,225.9,0.22,-2.3
"2022-01-27 23:59:00",3278,-1.648697,40.98282,0.13,119.7,0.13,-2.4
"2022-01-28 00:00:00",3279,-1.726471,40.98814,0.63,235.9,0.63,-2.3
"2022-01-28 00:01:00",3280,-1.757835,41.01121,0.68,194.1,0.68,-2.1
"2022-01-28 00:02:00",3281,-1.773155,41.15496,0.44,281.3,0.44,-2.2
"2022-01-28 00:03:00",3282,-1.791267,41.08151,0.22,67.1,0.22,-2.1
"2022-01-28 00:04:00",3283,-1.805183,41.13614,0.37,183.3,0.37,-2
"2022-01-28 00:05:00",3284,-1.816093,41.09145,0.56,191.8,0.56,-1.9
"2022-01-28 00:06:00",3285,-1.80938,41.13687,0.29,333.8,0.29,-2.2
"2022-01-28 00:07:00",3286,-1.773376,41.22728,0.72,215.9,0.72,-1.8
"2022-01-28 00:08:00",3287,-1.789909,41.14924,0.58,305.8,0.58,-2
"2022-01-28 00:09:00",3288,-1.792892,41.20353,0.4,232,0.4,-2.1
"2022-01-28 00:10:00",3289,-1.81871,41.12895,0.92,303.1,0.92,-2.3
"2022-01-28 00:11:00",3290,-1.79261,41.17239,0.67,290.9,0.67,-2.5
"2022-01-28 00:12:00",3291,-1.833984,41.17912,0.53,269.3,0.53,-2.2
"2022-01-28 00:13:00",3292,-1.867668,41.15956,0.57,348.4,0.57,-2.4
"2022-01-28 00:14:00",3293,-1.949242,41.10667,0.56,264.5,0.56,-2
"2022-01-28 00:15:00",3294,-1.994446,41.13554,0.16,153.6,0.16,-2.2
"2022-01-28 00:16:00",3295,-1.98484,41.16543,0.31,170.3,0.31,-2.2
"2022-01-28 00:17:00",3296,-1.981895,41.16764,0.49,300.1,0.49,-2.6
"2022-01-28 00:18:00",3297,-1.997292,41.18921,0.31,287.4,0.31,-2.7
"2022-01-28 00:19:00",3298,-2.042252,41.14904,0.66,274.7,0.66,-2.5
"2022-01-28 00:20:00",3299,-2.085213,41.16756,0.5,301.9,0.5,-2.3
"2022-01-28 00:21:00",3300,-2.081284,41.24331,0.17,234.4,0.17,-2.6
"2022-01-28 00:22:00",3301,-2.109413,41.21223,0.39,320.7,0.39,-2.7
"2022-01-28 00:23:00",3302,-2.153069,41.21807,0.38,296,0.38,-2.7
"2022-01-28 00:24:00",3303,-2.208603,41.19673,0.56,44.7,0.56,-2.6
"2022-01-28 00:25:00",3304,-2.228317,41.19366,0.34,7.5,0.34,-2.6
"2022-01-28 00:26:00",3305,-2.23436,41.29754,0.5,290.4,0.5,-2.7
"2022-01-28 00:27:00",3306,-2.267731,41.25199,1.02,287.6,1.02,-2.5
"2022-01-28 00:28:00",3307,-2.325768,41.30871,0.32,8.2,0.32,-2.7
"2022-01-28 00:29:00",3308,-2.313255,41.2662,0.33,344.5,0.33,-2.6
"2022-01-28 00:30:00",3309,-2.338371,41.30024,0.44,358.8,0.44,-2.6
"2022-01-28 00:31:00",3310,-2.330063,41.31774,0.87,310.7,0.87,-2.7
"2022-01-28 00:32:00",3311,-2.344284,41.33789,0.52,249.3,0.52,-2.8
"2022-01-28 00:33:00",3312,-2.359314,41.35258,0.37,326.6,0.37,-2.8
"2022-01-28 00:34:00",3313,-2.405426,41.32157,0.98,239.8,0.98,-2.7
"2022-01-28 00:35:00",3314,-2.452667,41.36316,0.57,270.2,0.57,-2.7
"2022-01-28 00:36:00",3315,-2.407204,41.33694,0.78,223.6,0.78,-2.6
"2022-01-28 00:37:00",3316,-2.428902,41.40761,0.32,285.3,0.32,-3
"2022-01-28 00:38:00",3317,-2.438957,41.31384,0.22,306.2,0.22,-2.7
